tweet_id	tweet	categoria
1407877122815836160	Só espera o sono chegar	18
1407857614403391489	AGRADEÇO À DEUS PRIMEIRAMENTE E À MIM MESMA POR NUNCA TER DESISTIDO	13
1407860449241075715	Não há palavras para descrever nossa gratidão. E, não se trata só pelo títulos, é pela identificação, por seus nossas expressões e emoções em campo. Você vestiu com a 8, 40 milhões e sentimentos. Você marcou história e jamais será esquecido. Vá, viva e volte!	13
1407443769851527171	Geralmente Typhlosion é extraordinário. Mas hoje está divertido.	1
1407768537863761925	essa minha au sempre vai ser meu xodó, é a minha fav	6
1407868842194395136	N da nem 1 real	15
1407845452897308672	2- discordar totalmente da opinião da pessoa que te perguntou pq tava brava	27
1407757561420554240	e infelizmente ainda tem gente que chama ela de branca meu deus ela é muito fofa	7
1407860489128976386	Em números a seleção do Tite pode empolgar, mas em futebol jogado não me anima nem um pouquinho. Me lembra muito o Cruzeiro do Mano, sempre com a impressão de que poderiam entregar mais. Faz anos que eu não via os jogos e não mudou nada, futebol burocrático e chato de assistir	11
1407813729794863116	eu preciso jogar. UMA partida de lol pc. UMA. mas eu morro de vergonha de jogar sozinho	10
1407500384025911296	fui indeferida na materia nova desse semestre logo eu q evito fazer muitos esforços terei q fazer o reajuste da matricula a vida me odeia	2
1407709574484922368	É ter a mente barulhenta 😕	5
1407508988351160324	ISSO ME IRRITA VAI PRA PUTA QUE PARIU	2
1408072947063922693	jesus essa china do japão que inveja..... você queria né bia???
1407865822534639620	amo ele sério :((	16
1407466782915448832	Não consigo ser ingrato, minha praia agora é somente contemplar.	0
1407757905982541828	9vinho te achei mo bifao, queria ta sabendo como eh que faz p nós ta desenrolando aquele romance criminoso tipo bonnie e clyde minha joia rara	7
1407772394060722178	Primeiro, não vou mais falar seu nome Segundo, vou trocar meu telefone Depois te bloquear nas redes sociais Pra não te ver mais, pra não sofrer mais Terceiro, eu vou esquecer seu rosto E do seu beijo quero ter desgosto Vou me desfazendo de você Pouco a pouco...	8
1407737331910692871	A dúvida é grande entre fazer jiu-jítsu  ou judô	5
1407501926204379139	E considero ter uma rede bem grande na internet de pessoas que admiram e apoiam meu trabalho, sendo assim acho possível alcançar esse objetivo por colaboração em comunidade. Agradeço quem já está entrando em contato e já ajudando com qualquer quantia!	0
1407836877328195586	""Enquanto isso perde de 2x0 pro Bragantino Mauricio Galiotte é o pior presidente da história do Palmeiras"," o cara poderia começar uma """"hegemonia"""" Brasileira (assim como o Flamengo)"," mas só faz  C A G A D A Esse ano é brigar pelos 45 e torcer pra dupla Banana + Barros SUMIR daqui""	27
1407872192021512192	chorando muito pq essa eh a minha única meta de vida: um homem q me banque e eu não precise me estressar c trabalho	17
1407853616078196740	eu tenho mais medo dos pais da pessoa n gostarem de mim do que da propria pessoa n gostar de mimkkk seriao fui educada p ser a criança calada q lava a louça e acabou	12
1407446706162184196	minha intuição é maravilhosa kkkkkkkkkkkkkkkkkkkkkkkkkkkkkk n to louca nunca	0
1407832905569738755	Perfeito	27
1407869316473704450	tô tão ansiosa p sábado e nem é pq vou sair é pq vou me arrumar e faz tanto tempo	17
1407464785684439042	""As vezes eu fico """"nossa como esse menino lindo perfeito maravilhoso está me seguindo no insta?????"""" aí eu lembro q so gostosa""	0
1407527195287994373	por isso q eu fico irritada	2
1407865516266557452	Eu te enrolo pq minha mãe não deixa eu namora besta	16
1407883129780674564	tirei vários prints, e olho na galeria, tá tudo cinza kkkkk triste	22
1407872131757707265	não foi orgulho	19
1407872725260161024	PQP O MOMENTO Q TODOS ESPERAM CHEGOU  MDS  EU VOU MORRER	18
1407867187352719363	aí eu amo essa novela	16
1407449099524317185	só pode ser brincadeira com a minha cara	1
1407735268501753868	Chateado com essa fita	3
1407446049824854020	Esse final de semana tem festa junina da firma, domingo tem pagode do meu amigo. Queria saber de onde tirarei ânimo pra qualquer um 😂	1
1407873135131738114	que gatilho	11
1408032595523350528	hoseokas nunca passam fome tenho inveja	25
1407868820887322625	ganhei um gatinho to feliz	15
1407792620194177024	— Quantos você quer? — perguntei. Ela levou alguns segundos fazendo uma conta mental e disse: — Acho que dois está bom. — Me abaixei e peguei duas caixinhas de leite. Ela estava me olhando com uma cara de decepção muito grande, então eu perguntei: — É dessa marca mesmo?	8
1407808438927822850	a rtp a cortar a jornalista a perguntar ao cabrita sobre a lei da hungria cabrões nojentos de merda	9
1407758797838471170	Q trabalhar o que eu queria ser rica	7
1407868578620231684	Nossa lembrei que tenho uma barra de chocolate que felicidade	15
1407463292428292112	Seria bem mais fácil e divertido :)	1
1407462641581371396	""comenta um """"?"""" e se eu curtir é pq eu tenho suas nots ativada""	1
1407881190913318912	Percy tá chorando no banho manoo	22
1407499006322872328	cê jura ????? caramba hein kkkkkkkkk	1
1407899659725684738	tem anime q até hj eu n terminei pq eu achei tão bom q eu fiquei com dó de terminar e estou aguardando o momento certo pra isso	26
1407857175993671683	juro que não aguento mais, ta doendo muito😭😭😭😭	13
1407801591906934791	Que nojo dessa seleção da Alemanha	9
1407462461603778560	""E minha sobrinha me chamou pra brincar e eu falei que ia treinar"," aí ela falou pra mim """"tio"," toda vez que você sair você vai tá guardado dentro de mim"""" 😻🥺""	1
1407882679702462468	n sei se to triste ou com raiva n sei pq eu to chorando n sei de nada nessa vida	22
1407503277185507331	odeio ser o primeiro carro da balsa. parece que a probabilidade da merda acontecer é enorme	2
1407449713440440324	logo você q era acostumada a brincar c outro coração	1
1407502849462898691	""coloco um """"."""" e eu digo se sou stan", gosto," odeio ou nem conheço a pessoa do seu icon""	2
1407860679516770310	tamanho do eco q tem na sua cabeça chega dar medo	12
1407767265228038147	Se possível dias sem dormir de madrugada!!!!!🏆🎖	6
1407503856544718851	É incrível a semelhança que eu tenho com o Kira do anime Death Note, além de sermos literalmente iguais... Temos o mesmo mindset, ambos somos extremamente frios e estrategistas em nossa forma de pensar e agir...bizarro.ele me representa muito, somos 2 deuses nesse mundo	0
1407757197967302662	&gt;&gt;eu&lt;&lt; cristais lei da atração ver a lua  montar lookinhos kendall Jenner anéis pinterest	7
1407448487692845057	bora curtir esse pra eu poder continuar depois	1
1407881595848171524	Desanimei legal, que porra aconteceu cmg?	22
1407743227403419653	aquela dúvida quando vc tá menstruada se vc quer cagar ou é só a cólica ...	5
1408038536494911493	Que permaneça essa tranquilidade na comunidade 🙏	20
1407865756583333891	eu te amo Lonny Flash c medo dos nazistas msm depois de matar eles eu te amo	16
1407797503110619142	deve ser decepcionante me seguir no instagram pq é só foto dos meus estudos ou vídeo de cachorrinho	8
1407882892219457536	vou entrar em tristeza profunda se continuar vendo os stories de todo mundo comemorando o sj e eu deitada	22
1407511752527552513	sdds das amzds q o ff me trouxe, sdd de ter tempo, de n fazer nada e ainda ficar com raiva quando mãe pegava meu cll pq passava o dia jogando kkkk, mas obrigada Papai por tá realizando teus planos pra mim $2	2
1407879626987298816	ceni correto demais.	20
1407707914094141445	TO AQUI PRA SER SEU NAMORADOOOO, NAO ACEITO NAO COMO RESPOSTAAA	4
1407505680974635009	Rafinha é craque pra caralho, mas irrita ele levar amarelo TODO SANTO JOGO.	2
1408075681964204033	- juro que não tenho inveja de ninguém • galera que mora no RJ •  - tudo bem, esses n da p evitar
1407757348588900361	Queria meu baby cmg 🥺💍	7
1407500741388931073	me odeio 👍	2
1407742537075511303	Não sei se alguém sabe, mas a quantidade de mortes por milhão de habitantes em MT é pior q do AM, sendo q aqui não rolou o caos q rolou lá. Se o Brasil tivesse a mesma taxa q MT, teríamos ontem 738mil mortos e não 502mil.	5
1407505347120599048	não consigo achar fanart da rachel e annabeth, as únicas que eu vi eram delas com raiva uma da outra aff	2
1407883175695630338	sou stan de morto sim vai fazer oq? me bater? eu lá tenho culpa que a julie plec n presta nem pra matar o irmão certo	21
1407708989727678466	acho que moomoo ta ai pq tem as picuinha com bl1nk pq de resto a confusao eh entre o fandom mesmo	5
1407856140239654912	VAGABUNDA ORGULHO DE FAZER TERROR PSICOLOGICO COM ESSA DESGRAÇADA A PROSTITUTA MAIS SUJA Q JA PISOU EM KENTWOOD MAFIOSA PISTOLEIRA PILANTRA	12
1407876916896571394	sim cara o filme perefeito e a raya	11
1407743504827260933	vou ver netflix o dia todo quero nem sabeeeeerrr,ai de quem me perturbar	3
1407709776067313665	""Fiquei na dúvida hoje de manhã.... Em ficar dormindo de """"conchinha"""" ou assitir aula de Cinesiologia... É"," assiti aula de cinesio ❤️""	5
1408051975728553984	""Tá liberado socar xingamento nas redes dessa escr0ta. Quem não repudia esse tipo de """"""""""""""""influencer"""""""""""""""" é CRINGE :)""	20
1407760237675827204	Vou comer mousse de maracujá Querem?	7
1408066875007795217	Agora só falta um trabalho e depois férias ufa	20
1407855159418540033	Eu tô descolorindo meu cabelo sozinha em casa. Hoje é A segunda etapa. Faz 15 dias que fiz a primeira parte, hoje estou indo para a segunda, com o cu na mao de medo de ficar careca	12
1407759870762311683	Minha vontade d sumir da vida d todo mundo e viver a minha própria, em outro lugar, onde ninguém me conhece, cresce mais ainda	7
1407785128718393346	sinceramente... acho extremamente nojento quem fica com as pessoas e depois sai falando algo íntimo dela, seja físico ou que aconteceu no momento.	9
1407758537477046276	fome queria um pastelzin	7
1407706179053162497	Acordar com o novo episódio do podcast, é isso! VEM COM NÓS ▶️	5
1407743066937626625	Os professores: qualquer dúvida mandem mensagem. Os alunos mandam mensagem e eles ou são grossos ou falam que a gente deveria saber 🤡	5
1407856238931677186	Tem noção que nosso saco de pancada ta zoando a gente, obrigado Abel e Diretoria	13
1407881710495309826	Eu sou sei lá as vezes, tô mt deprimida hj	22
1407865250578415616	Minha vó e eu compramos pijamas combinando, eu amo ❤️‍🔥	16
1407798689259823105	kkkkkkkkkkkkkkkkkk eu amo a internet	8
1407856245088862219	Gostaria de agradecer a galerinha da minha rua pelo uso reduzido de som, fogos e qualquer ferramenta sonora do São João. PS: não sou chato com nada disso, amo o período junino, porém esse ano queria descansar mesmo. To precisando. Clima bom com esse frio.	13
1407742175861948417	Nenhuma dúvida	5
1407872698622124034	Por mais ansiosa que sou e pelos estresses que tô passando, sim	17
1407899897114906626	não sei se ainda sou baby army, acho que não, mas eu tive sorte de seguir as pessoas certas eu acho 🤔 mas se eu tivesse entrado pro fandom ontem por exemplo, eu tava fufu	26
1407463395868266497	Eu chego na escola com minhas mochilas e minha amiga pergunta se vou maquiar alguém (1•gatilho 💄), depois vejo minha turma de dança + prof e me perguntam quando vou voltar (2•gatilho💃🏻), outro amigo pergunta se vou voltar pro teatro (3•gatilho🎭). Agora tô triste aqui 🥺😢😭	1
1407510948936626178	Eu devo ser uma safada mesmo.... Muito trouxa, incrível	0
1407868831977123840	E a Indy não para!!  🌍⚡️	15
1408038345570127877	literalmente calada vence irmãs… fica quietinha fazendo o seu e depois surpreenda os fofoqueiros haha	23
1407490820996055042	nossa q delícia esse baile tá uma uva	1
1407451903454285828	joguei na mega hoje mas não tive nem tempo pra me concentrar e emanar boas energias	1
1407877771729252357	pensar que um dia eu vou dar muito orgulho pra minha família	19
1407867384388521994	Hoje eu levantei , planejando e pesquisando umas coisa que me deu um pouco de ânimo... Chorei ? Muito,mas diferente dos outros dias eu tô um pouco maior animada ... não sei se fico orgulhosa por tá conseguindo pensar em alguma coisa do meu futuro ou se é mais que minha obrigaçao	11
1407759295027073028	Eu só queria uma torta de limão  🤤	7
1408065197047046149	Inveja não entra no céu não ein 🤣🤣	25
1407503807374843905	Incrível como todo mundo me decepciona	0
1407891460570206210	ai oitentacointo tenha piedade	26
1407445805305405453	eu ouvindo qualquer áudio dela	1
1407856015769546764	Marcela me ligando pq tá com medo	12
1407902837800046597	tudo que é difícil me motiva, o fácil nunca me surpreendeu acho que eles nem entendeu	23
1407867831501430799	Adoro fotos a preto e branco 😍	16
1407856651244388356	a partir de hoje, eu não farei nada com medo de magoar alguém, porque, quando é ao contrário, me magoam sem dó	12
1407882485103476738	mais um dia triste pra quem não gosta do Firmino, pra quem nao gosta do Tite e nem falo do Casemito né	22
1407759003246108672	Eu só queria conseguir escalar o cartola igual ano passado. apenas	7
1407750797279084547	tava lembrando aq de umas coisas e se algum dia eu tiver um filho ou uma filha q faça alguém sofrer... eu posso sair como errada, mas eu vou chegar na pessoa e contar tudo. Ninguém merece ser feito de trouxa e ser enganado e ainda a sogra ou sogro passar pano	5
1407902843915444228	O foda é que sou o mesmo de sempre,uau surpreendente	23
1407507067624116230	(??) spoiler a prisão do rei  . . . . . . . . . terminei esse caralho d elivro tô com tanta raiva do calore esse ganancioso de m3rda vontade de dar um soco no estkmago desse mlk vsf puto do caralho	2
1407753001595514884	Vivendo há 3 anos de caos e destruição nesse governo	5
1407758263203024900	esquece a metralhadora, eu quero uma bazuca	7
1407758701021351946	Queria tá deitada apenas isso	7
1407451386367840257	Tenho de encontrar uns saltos agulha mm fofos pra dançar I swearrr	1
1407501104812855296	vou vomitar meu deus do ceu acabei de cair contra o tryndamere mais pussy do servidor meu deus do ceu o cara ficou o JOGO INTEIRO na torre CONTRA UMA GWEN NMEU DEUS DO CEU ELE SÓ PRECISAVA ANDAR PRA FRENJTEEEEEEEEEEEEEE QUE ÓDIO EU GANHEI O JOGO MAS PERDI 5 CEREBROS	2
1407451573454782473	Os caras tão levando um Baile de um Bandido Vagabundo  E agora caem com uma FLECHADA Pelamordedeus Eu tenho que rir..... Rsrsrsrsrsrsrs	1
1407890166396690432	Tenho muita dó de comer coração galinha pq eu fico pensando que tem 30 galinhas na porra do prato	26
1407505304061874178	Eu não tenho palavras pra descrever a minha raiva pelo Tamlin	2
1407462297979719682	Mais um dia sem comer salgadinho de festa.	1
1407508388326658051	""coloca o “.” e eu preencho sobre você  • seu apelido na minha cabeça: • gosto de você?: • vc é meu: • já stalkeei?: • oque mais gosta em vc: • nots ativadas?: • já fiquei com """"raiva"""" de vc: • gosto de ver vc na minha tml?:""	2
1407706237005934592	Acho q o Luiz confundiu as aulas e tá dando prova em grego	5
1407511039969841152	esse barulhinho td vez q digito tá me irritado wbhwhwh	2
1408030246805381122	EU não queria ficar respondendo os professores nas aulas, infelizmente fico com dó dos professores.	26
1407448111425990659	Eu vou chorar	1
1407856134556467211	me assusto com tudo então não sei	12
1407887376995733505	levei a culpa pelas palhaçadas da minha irmã, chorei de raiva	21
1407845689028222976	autoavaliação: quanto VOCÊ é de 0 a 10? insegura: 9vingativa: 10carinhosa: 8grossa: 4sensível: 10ciumenta: 9estressada: 5 Quem discorda vsf	27
1407865714552279041	tiago te amo	16
1407869115897892869	são joão melhor época do ano ssss! feliz sj pra vocês, espero que o feriado seja incrível &lt;3	15
1407745031319044104	cara que dúvida	5
1407707563144187906	gabriele so me apoia se eu me apaixono pro homem brasileiro branco padrão	4
1407466486181027844	Tu brinca demais, desculpe, mas hoje eu não tenho um bom plano, só um vinho, um maldito piano pra nós	1
1407760396036022272	Queria Tanto Curtir, Baileeee Do Anaia	7
1407733667531788290	A falha nna matrix de eu ficar escutando um celular vibrando do nada sendo que só tem meu celular e Tablet por perto e os dois estão no modo não perturbe E O TRECO PARECE ESTAR NA PAREDE AO LADO!! AJEITA ISSO AÊ	3
1408066805361385484	me livrei de todas as artes pra chegar cliente com mais logo depois d'eu suspirar de alívio	20
1407504111847854080	Eu odeio artista q tranca o directo do Instagram!! 😡😡😡🤬	2
1407755666836627467	Nenhuma.	5
1407705294420033538	danilo avelar foi sonso e agora assumiu o erro, corinthians faça sua parte	5
1407707050948370433	não sei onde eu estava com a cabeça quando aceitei participar da competição de crossfit, acho que eu me odeio	4
1407857881588940810	""Tipo ouvir k-pop. Há muito tempo eu não conto pra quase ninguém que escuto", pq quando eu contava (bem antes de ser tão conhecido como é hoje)," meus """"amigos"""" faziam piadas"," daí não falo mais.""	12
1407895119752314881	Eu fico tão surpresa com a minha maturidade as vezes	23
1407877248695349252	mesmo com tudo dando errado consegui entregar to orgulhosa	19
1407810605332025347	Uma das primeiras coisas q eu vejo em uma pessoa que tem piercing/aparelho é a língua, que nojo quando vejo aql bgl branco 🤢	9
1407874794645864452	espera aí	18
1407877356807770112	VOU TOCAR ESSA PORRA AGORA CULPA SUA GABBI	21
1407756699147046921	quebrei a tela do meu celular  meu deus o caos se espalhando na minha vida	5
1408060144286507012	Que eu seja surpreendida assim, amém glória a Deus	23
1408026158789181441	por deus hoseok, tenha piedade meu homem	26
1407878716181602304	1 ano de celular, parabéns lenda	19
1407734213323935747	O quê que incomoda tanto na felicidade e vida dos outros? 🤷‍♂️	3
1407878338711109632	parabens pra arbitragem destruiu um jogo que tinha tudo pra terminar animado	11
1407502333383217161	Não consigo encontrar palavras p isso… ultimamente, ao ler as notícias, só tenho sentido raiva, desânimo e descrença na justiça brasileira	2
1407856863564161025	Eu não estou chorando não né 🥺	13
1407857298224128001	Até logo, até breve🥺😭❤️	13
1407790241092603907	eu não tinha chegado no último episodio de soltos em floripa ainda não e tô chocadaaaaa. nunca gostei do Luan, cara nojento	9
1407869354688008196	Ouvindo Exalta na quebrada Gritando eu me apaixonei pela pessoa errada	16
1407877132940943360	Eu acabei de ler uma história aqui pra me animar e simplesmente sai chorando, olha sinceramente vou dormi, é pedir muito Deus?	11
1407446080137084928	qnd fui comemorar meu bankroll do pokerstars o dolar cai 🤡	1
1407853676006359043	Fluminense é o time mais filho da puta que existe. Ódio desse treinador medroso do caralho.	12
1407508861414744065	O Pitbull de mochilinha tá pouco se fodendo pro acontecido porra cachorro não guarda rancor	2
1407882314210816002	mal via a hora de chegar em casa pra chorar no chuveiro	22
1407497821830397952	São artistas maravilhosos e pessoas incríveis	0
1407768106802483201	Fato curioso sobre mim: ar condicionado no meu home office me dá claustrofobia. Prefiro abrir as janelas e ligar o ventilador 🥵 n sei explicar, me dá uma agonia	6
1407509708009844737	noite incrível ouvindo olivia rodrigo e relembrando decepções passadas, muito produtiva ta	0
1407464497544114181	Meu pulmão tá em festa kkkk dois dias sem fumar um rhos 😂😂💆🏻‍♂️	1
1407443124054528005	ninguém brinca com o talento da QueenB	1
1407757649198960642	meh, perdi toda a vontade que tinha para ver este jogo	7
1408061105528741900	Puxa vida, que surpresa... #sqn #CPIdoGenocidio #ForaBolsonaro	23
1407759618772803601	#BolsonaroCorrupto Agora quando fizeram a vacina você não quis comprar pq era cara demais e mandou todos usarem cloroquina que não é eficaz ao covid. Agora compra vacina indiana mais cara? Será q temos roubo aí? Acho q sim né	7
1407705926874849285	incrivel como eu e as minhas irmas n temos nada a ver uma com a outra mas ja me confundiram com as duas	5
1407876971036655616	bebi 3 litros de agua hoje, eu to uma maria mijona mas to orgulhosa	19
1407859334315495435	VIDA AMANDO O EXPOSED DE VOCÊ MESMO	13
1407738843047108622	Dados covid 23 JUNHO 2020 Era o horror e o caos. Felizmente hoje temos as vacinas 😏 356 CASOS 6 ÓBITOS  441 INTERNADOS  72 UCI	5
1407768237501202439	mano a fofoca meu deus	6
1408057080892706825	to com inveja de pessoas ricas tá tudo bem ou vou ser cancelada	25
1407816097760428034	toda vez q o vídeo do alex passa na minha tl eu quero morrer de tanta  vergonha q eu sinto	10
1407866990837080068	hoje fiquei feliz, realzão  por mais que tive que adiar minha terapia pra semana que vem, falar com meus amigos me deixa muito animada	11
1407820349979381760	um momento em que a doença ainda era mal compreendida, estigmatizada e temida.Um garoto comum de Kokomo, Indiana, Ryan contraiu o vírus da Aids através de transfusão de sangue contaminado [Ryan era um hemofílico]. Posteriormente, ele foi rejeitado, escarnecido, intimidado e+	27
1407446077389918216	meu filho vai nascer com cara de salgadinho de festa	1
1407881360564445187	não sei se fico triste ou feliz	22
1407870653563277316	Quero que me marque por favorA att tava foda demais	18
1407882864247676929	PESQUISEM NEYMAR NO TWITTER E VÃO EM MAIS RECENTES SÓ UM AVISO: SÓ TEM COLOMBIANO CHORANDO KKKKKKKKKK RESPEITEM O MELHOR DO MUNDO	22
1407805181450932225	Esses vermes querem fod&amp;r o país!!! Que nojo!!!	9
1407855335629524996	//mais que o medo de morrer é viver em vão..	12
1407867201873457152	eu te amo muito z sem base vc é o meu anjo	16
1407759922520113161	não, tenho vontade	7
1407874334773874688	Você merecee amigaa, só sei sentir orgulhoo de você... uma mina tão nova e ja focada nos objetivo no seu melhor, muito batalhadora!!!❤	19
1407868471392800769	eu não faço nada disso e sou feliz	15
1407867742133313536	AMEM #NUNCAFOISOUMJOGO  NUNCA FOI SO UM JOGO E SIM UMA VIDA	16
1407859606643150853	foi só um susto hehe (achei que tinha perdido minha carteira no centro, já tava desesperado)	12
1407758204960915456	A vida é curta, tudo é temporário. Certifique-se de que esteja vivendo como quer viver, e sendo quem você quer ser🌻💛🌻 #QuartaLiberdadeNoSDV #QuartaEsquadraoSDV	7
1407501870420070400	o ódio que eu to do meu pai é inexplicável.	2
1408069278734028802	Aí ó kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk	20
1407885489487626241	Haverá uma lembrança que encherá seus olhos de lágrimas !	24
1407757705738178562	as vezes eu penso igual ele as vezes eu agradeço por usar máscara e ninguém ver meu rosto direito	7
1407755825381359621	Quanto mais eu tento entender essa treta, mais eu fico confuso.. vai se fuder vcs, sabem nem brigar	5
